user_id,latitude,longitude,date,time,datetime,hour,day,weekday,month,weekend,lat_lag,lon_lag,time_lag,distance_to_prev_km,speed_kmh,cum_distance_km,avg_speed_kmh,max_speed_kmh
1,12.980549,77.605701,2026-01-03,20:00:00,2026-01-03 20:00:00,20,3,Saturday,1,True,12.987465,77.607714,2026-01-03 14:00:00,0.801838083637563,0.1336396806062605,6.607328855728863,0.048481379195197814,0.9501518321659214
1,12.983027,77.608784,2026-01-04,03:00:00,2026-01-04 03:00:00,3,4,Sunday,1,True,12.980549,77.605701,2026-01-03 20:00:00,0.4403177149711312,0.0629025307101616,7.047646570699994,0.048481379195197814,0.9501518321659214
1,12.984028,77.608088,2026-01-04,03:00:00,2026-01-04 03:00:00,3,4,Sunday,1,True,12.983027,77.608784,2026-01-04 03:00:00,0.1357198995353199,0.0,7.183366470235314,0.048481379195197814,0.9501518321659214
1,12.985178,77.606677,2026-01-04,09:00:00,2026-01-04 09:00:00,9,4,Sunday,1,True,12.984028,77.608088,2026-01-04 03:00:00,0.2026336222416822,0.033772270373613696,7.386000092476996,0.048481379195197814,0.9501518321659214
1,12.981719,77.609437,2026-01-04,09:00:00,2026-01-04 09:00:00,9,4,Sunday,1,True,12.985178,77.606677,2026-01-04 09:00:00,0.4926118296066621,0.0,7.878611922083659,0.048481379195197814,0.9501518321659214
1,12.984452,77.607609,2026-01-04,15:00:00,2026-01-04 15:00:00,15,4,Sunday,1,True,12.981719,77.609437,2026-01-04 09:00:00,0.3660189580942629,0.06100315968237715,8.24463088017792,0.048481379195197814,0.9501518321659214
1,12.986486,77.60799,2026-01-04,15:00:00,2026-01-04 15:00:00,15,4,Sunday,1,True,12.984452,77.607609,2026-01-04 15:00:00,0.2303629355299741,0.0,8.474993815707895,0.048481379195197814,0.9501518321659214
1,12.986459,77.606843,2026-01-04,21:00:00,2026-01-04 21:00:00,21,4,Sunday,1,True,12.986486,77.60799,2026-01-04 15:00:00,0.12771941098603368,0.02128656849767228,8.602713226693929,0.048481379195197814,0.9501518321659214
1,12.983967,77.607255,2026-01-05,04:00:00,2026-01-05 04:00:00,4,5,Monday,1,False,12.986459,77.606843,2026-01-04 21:00:00,0.28117519311034617,0.04016788473004945,8.883888419804276,0.048481379195197814,0.9501518321659214
1,12.987654,77.609862,2026-01-05,04:00:00,2026-01-05 04:00:00,4,5,Monday,1,False,12.983967,77.607255,2026-01-05 04:00:00,0.5026738141700082,0.0,9.386562233974283,0.048481379195197814,0.9501518321659214
1,12.985194,77.607423,2026-01-05,10:00:00,2026-01-05 10:00:00,10,5,Monday,1,False,12.987654,77.609862,2026-01-05 04:00:00,0.3856289494815529,0.06427149158025881,9.772191183455837,0.048481379195197814,0.9501518321659214
1,12.985051,77.609812,2026-01-05,10:00:00,2026-01-05 10:00:00,10,5,Monday,1,False,12.985194,77.607423,2026-01-05 10:00:00,0.2664194840377074,0.0,10.038610667493543,0.048481379195197814,0.9501518321659214
1,12.988602,77.60669,2026-01-05,16:00:00,2026-01-05 16:00:00,16,5,Monday,1,False,12.985051,77.609812,2026-01-05 10:00:00,0.5263504019983435,0.08772506699972392,10.564961069491886,0.048481379195197814,0.9501518321659214
1,12.982847,77.606848,2026-01-05,16:00:00,2026-01-05 16:00:00,16,5,Monday,1,False,12.988602,77.60669,2026-01-05 16:00:00,0.6408879960917649,0.0,11.205849065583653,0.048481379195197814,0.9501518321659214
1,12.983947,77.610734,2026-01-05,22:00:00,2026-01-05 22:00:00,22,5,Monday,1,False,12.982847,77.606848,2026-01-05 16:00:00,0.4495866825399822,0.0749311137566637,11.655435748123635,0.048481379195197814,0.9501518321659214
1,12.985094,77.605048,2026-01-06,05:00:00,2026-01-06 05:00:00,5,6,Tuesday,1,False,12.983947,77.610734,2026-01-05 22:00:00,0.6457155438574977,0.09224507769392824,12.301151291981132,0.048481379195197814,0.9501518321659214
1,12.983545,77.60277,2026-01-06,05:00:00,2026-01-06 05:00:00,5,6,Tuesday,1,False,12.985094,77.605048,2026-01-06 05:00:00,0.3066595264266119,0.0,12.607810818407744,0.048481379195197814,0.9501518321659214
1,12.984477,77.607828,2026-01-06,11:00:00,2026-01-06 11:00:00,11,6,Tuesday,1,False,12.983545,77.60277,2026-01-06 05:00:00,0.5725354155491104,0.09542256925818506,13.180346233956854,0.048481379195197814,0.9501518321659214
1,12.98515,77.607933,2026-01-06,11:00:00,2026-01-06 11:00:00,11,6,Tuesday,1,False,12.984477,77.607828,2026-01-06 11:00:00,0.07582469277930448,0.0,13.256170926736159,0.048481379195197814,0.9501518321659214
1,12.98382,77.610327,2026-01-06,17:00:00,2026-01-06 17:00:00,17,6,Tuesday,1,False,12.98515,77.607933,2026-01-06 11:00:00,0.30486513957999284,0.050810856596665475,13.561036066316152,0.048481379195197814,0.9501518321659214
1,12.978303,77.608128,2026-01-06,17:00:00,2026-01-06 17:00:00,17,6,Tuesday,1,False,12.98382,77.610327,2026-01-06 17:00:00,0.6611404357167162,0.0,14.222176502032868,0.048481379195197814,0.9501518321659214
1,12.985887,77.609305,2026-01-06,23:00:00,2026-01-06 23:00:00,23,6,Tuesday,1,False,12.978303,77.608128,2026-01-06 17:00:00,0.8543575028171262,0.1423929171361877,15.076534004849995,0.048481379195197814,0.9501518321659214
1,12.986899,77.606285,2026-01-07,00:00:00,2026-01-07 00:00:00,0,7,Wednesday,1,False,12.985887,77.609305,2026-01-06 23:00:00,0.35455977469466676,0.35455977469466676,15.43109377954466,0.048481379195197814,0.9501518321659214
1,12.987584,77.606958,2026-01-07,06:00:00,2026-01-07 06:00:00,6,7,Wednesday,1,False,12.986899,77.606285,2026-01-07 00:00:00,0.10689931563318883,0.01781655260553147,15.53799309517785,0.048481379195197814,0.9501518321659214
1,12.98699,77.608628,2026-01-07,06:00:00,2026-01-07 06:00:00,6,7,Wednesday,1,False,12.987584,77.606958,2026-01-07 06:00:00,0.1973140641079306,0.0,15.73530715928578,0.048481379195197814,0.9501518321659214
1,12.987106,77.610339,2026-01-07,12:00:00,2026-01-07 12:00:00,12,7,Wednesday,1,False,12.98699,77.608628,2026-01-07 06:00:00,0.19090575103735255,0.03181762517289209,15.926212910323132,0.048481379195197814,0.9501518321659214
1,12.988723,77.609093,2026-01-07,12:00:00,2026-01-07 12:00:00,12,7,Wednesday,1,False,12.987106,77.610339,2026-01-07 12:00:00,0.22724567712018484,0.0,16.153458587443318,0.048481379195197814,0.9501518321659214
1,12.983789,77.61114,2026-01-07,18:00:00,2026-01-07 18:00:00,18,7,Wednesday,1,False,12.988723,77.609093,2026-01-07 12:00:00,0.5946464435295493,0.09910774058825822,16.748105030972866,0.048481379195197814,0.9501518321659214
1,12.985061,77.610326,2026-01-07,18:00:00,2026-01-07 18:00:00,18,7,Wednesday,1,False,12.983789,77.61114,2026-01-07 18:00:00,0.168110892314289,0.0,16.916215923287155,0.048481379195197814,0.9501518321659214
1,12.985749,77.6086,2026-01-08,01:00:00,2026-01-08 01:00:00,1,8,Thursday,1,False,12.985061,77.610326,2026-01-07 18:00:00,0.20684022883575162,0.02954860411939309,17.123056152122906,0.048481379195197814,0.9501518321659214
1,12.987501,77.607373,2026-01-08,07:00:00,2026-01-08 07:00:00,7,8,Thursday,1,False,12.985749,77.6086,2026-01-08 01:00:00,0.238105985688498,0.039684330948083,17.361162137811405,0.048481379195197814,0.9501518321659214
1,12.985831,77.606184,2026-01-08,07:00:00,2026-01-08 07:00:00,7,8,Thursday,1,False,12.987501,77.607373,2026-01-08 07:00:00,0.2282092852737568,0.0,17.58937142308516,0.048481379195197814,0.9501518321659214
1,12.988908,77.607002,2026-01-08,13:00:00,2026-01-08 13:00:00,13,8,Thursday,1,False,12.985831,77.606184,2026-01-08 07:00:00,0.3544288423539156,0.0590714737256526,17.943800265439076,0.048481379195197814,0.9501518321659214
1,12.986717,77.60692,2026-01-08,13:00:00,2026-01-08 13:00:00,13,8,Thursday,1,False,12.988908,77.607002,2026-01-08 13:00:00,0.24407287621930968,0.0,18.187873141658386,0.048481379195197814,0.9501518321659214
1,12.985112,77.608048,2026-01-08,19:00:00,2026-01-08 19:00:00,19,8,Thursday,1,False,12.986717,77.60692,2026-01-08 13:00:00,0.21838047609909214,0.03639674601651536,18.40625361775748,0.048481379195197814,0.9501518321659214
1,12.981988,77.607943,2026-01-08,19:00:00,2026-01-08 19:00:00,19,8,Thursday,1,False,12.985112,77.608048,2026-01-08 19:00:00,0.34796005589318885,0.0,18.754213673650668,0.048481379195197814,0.9501518321659214
1,12.985482,77.604914,2026-01-09,02:00:00,2026-01-09 02:00:00,2,9,Friday,1,False,12.981988,77.607943,2026-01-08 19:00:00,0.514761747516837,0.07353739250240529,19.268975421167507,0.048481379195197814,0.9501518321659214
1,12.988864,77.60598,2026-01-09,08:00:00,2026-01-09 08:00:00,8,9,Friday,1,False,12.985482,77.604914,2026-01-09 02:00:00,0.39474329422767823,0.06579054903794637,19.663718715395184,0.048481379195197814,0.9501518321659214
1,12.988997,77.603926,2026-01-09,08:00:00,2026-01-09 08:00:00,8,9,Friday,1,False,12.988864,77.60598,2026-01-09 08:00:00,0.22913012122505486,0.0,19.89284883662024,0.048481379195197814,0.9501518321659214
1,12.984801,77.607899,2026-01-09,14:00:00,2026-01-09 14:00:00,14,9,Friday,1,False,12.988997,77.603926,2026-01-09 08:00:00,0.6432634170689933,0.10721056951149888,20.536112253689232,0.048481379195197814,0.9501518321659214
1,12.986078,77.604595,2026-01-09,14:00:00,2026-01-09 14:00:00,14,9,Friday,1,False,12.984801,77.607899,2026-01-09 14:00:00,0.3943171408313934,0.0,20.930429394520626,0.048481379195197814,0.9501518321659214
1,12.987267,77.610526,2026-01-09,20:00:00,2026-01-09 20:00:00,20,9,Friday,1,False,12.986078,77.604595,2026-01-09 14:00:00,0.6733754253216588,0.1122292375536098,21.603804819842285,0.048481379195197814,0.9501518321659214
1,12.985189,77.605774,2026-01-09,20:00:00,2026-01-09 20:00:00,20,9,Friday,1,False,12.987267,77.610526,2026-01-09 20:00:00,0.5773590953616758,0.0,22.18116391520396,0.048481379195197814,0.9501518321659214
1,12.987028,77.603983,2026-01-10,03:00:00,2026-01-10 03:00:00,3,10,Saturday,1,True,12.985189,77.605774,2026-01-09 20:00:00,0.2857608901568194,0.04082298430811705,22.46692480536078,0.048481379195197814,0.9501518321659214
1,12.985476,77.608176,2026-01-10,09:00:00,2026-01-10 09:00:00,9,10,Saturday,1,True,12.987028,77.603983,2026-01-10 03:00:00,0.497713114299188,0.08295218571653133,22.964637919659967,0.048481379195197814,0.9501518321659214
1,12.984531,77.604767,2026-01-10,09:00:00,2026-01-10 09:00:00,9,10,Saturday,1,True,12.985476,77.608176,2026-01-10 09:00:00,0.39380078972696453,0.0,23.35843870938693,0.048481379195197814,0.9501518321659214
1,12.986357,77.606432,2026-01-10,15:00:00,2026-01-10 15:00:00,15,10,Saturday,1,True,12.984531,77.604767,2026-01-10 09:00:00,0.2750865862920766,0.04584776438201277,23.633525295679007,0.048481379195197814,0.9501518321659214
1,12.984413,77.609394,2026-01-10,15:00:00,2026-01-10 15:00:00,15,10,Saturday,1,True,12.986357,77.606432,2026-01-10 15:00:00,0.394402534027278,0.0,24.027927829706286,0.048481379195197814,0.9501518321659214
1,12.988094,77.607893,2026-01-10,21:00:00,2026-01-10 21:00:00,21,10,Saturday,1,True,12.984413,77.609394,2026-01-10 15:00:00,0.4425269223640264,0.07375448706067107,24.470454752070314,0.048481379195197814,0.9501518321659214
1,12.983164,77.604749,2026-01-10,21:00:00,2026-01-10 21:00:00,21,10,Saturday,1,True,12.988094,77.607893,2026-01-10 21:00:00,0.6509092393848942,0.0,25.12136399145521,0.048481379195197814,0.9501518321659214
1,12.981526,77.605881,2026-01-11,04:00:00,2026-01-11 04:00:00,4,11,Sunday,1,True,12.983164,77.604749,2026-01-10 21:00:00,0.2216489386308656,0.031664134090123655,25.343012930086072,0.048481379195197814,0.9501518321659214
1,12.978985,77.609356,2026-01-11,10:00:00,2026-01-11 10:00:00,10,11,Sunday,1,True,12.981526,77.605881,2026-01-11 04:00:00,0.47922330385028256,0.07987055064171376,25.822236233936355,0.048481379195197814,0.9501518321659214
1,12.984143,77.606967,2026-01-11,10:00:00,2026-01-11 10:00:00,10,11,Sunday,1,True,12.978985,77.609356,2026-01-11 10:00:00,0.6327862490524164,0.0,26.45502248298877,0.048481379195197814,0.9501518321659214
1,12.982159,77.609727,2026-01-11,16:00:00,2026-01-11 16:00:00,16,11,Sunday,1,True,12.984143,77.606967,2026-01-11 10:00:00,0.3783874057387929,0.06306456762313216,26.833409888727566,0.048481379195197814,0.9501518321659214
1,12.979842,77.608486,2026-01-11,16:00:00,2026-01-11 16:00:00,16,11,Sunday,1,True,12.982159,77.609727,2026-01-11 16:00:00,0.29259525495225736,0.0,27.126005143679823,0.048481379195197814,0.9501518321659214
1,12.982667,77.607795,2026-01-11,22:00:00,2026-01-11 22:00:00,22,11,Sunday,1,True,12.979842,77.608486,2026-01-11 16:00:00,0.323749986851468,0.053958331141911335,27.44975513053129,0.048481379195197814,0.9501518321659214
1,12.985368,77.609271,2026-01-11,22:00:00,2026-01-11 22:00:00,22,11,Sunday,1,True,12.982667,77.607795,2026-01-11 22:00:00,0.3426410250958404,0.0,27.79239615562713,0.048481379195197814,0.9501518321659214
1,12.982876,77.609382,2026-01-12,05:00:00,2026-01-12 05:00:00,5,12,Monday,1,False,12.985368,77.609271,2026-01-11 22:00:00,0.2776844990049062,0.03966921414355803,28.070080654632036,0.048481379195197814,0.9501518321659214
1,12.986783,77.610154,2026-01-12,11:00:00,2026-01-12 11:00:00,11,12,Monday,1,False,12.982876,77.609382,2026-01-12 05:00:00,0.4433364666821998,0.07388941111369997,28.513417121314237,0.048481379195197814,0.9501518321659214
1,12.987922,77.608136,2026-01-12,11:00:00,2026-01-12 11:00:00,11,12,Monday,1,False,12.986783,77.610154,2026-01-12 11:00:00,0.25795620844831463,0.0,28.77137332976255,0.048481379195197814,0.9501518321659214
1,12.986984,77.607847,2026-01-12,17:00:00,2026-01-12 17:00:00,17,12,Monday,1,False,12.987922,77.608136,2026-01-12 11:00:00,0.10926187012463691,0.018210311687439484,28.880635199887188,0.048481379195197814,0.9501518321659214
1,12.983736,77.607878,2026-01-12,17:00:00,2026-01-12 17:00:00,17,12,Monday,1,False,12.986984,77.607847,2026-01-12 17:00:00,0.3615838279931089,0.0,29.242219027880296,0.048481379195197814,0.9501518321659214
1,12.983969,77.606015,2026-01-12,23:00:00,2026-01-12 23:00:00,23,12,Monday,1,False,12.983736,77.607878,2026-01-12 17:00:00,0.20900483416482346,0.034834139027470575,29.451223862045122,0.048481379195197814,0.9501518321659214
1,12.98082,77.607167,2026-01-12,23:00:00,2026-01-12 23:00:00,23,12,Monday,1,False,12.983969,77.606015,2026-01-12 23:00:00,0.3732675134629403,0.0,29.82449137550806,0.048481379195197814,0.9501518321659214
1,12.984821,77.609488,2026-01-13,00:00:00,2026-01-13 00:00:00,0,13,Tuesday,1,False,12.98082,77.607167,2026-01-12 23:00:00,0.5149081540602617,0.5149081540602617,30.339399529568322,0.048481379195197814,0.9501518321659214
1,12.984947,77.608351,2026-01-13,00:00:00,2026-01-13 00:00:00,0,13,Tuesday,1,False,12.984821,77.609488,2026-01-13 00:00:00,0.12734565242302517,0.0,30.466745181991346,0.048481379195197814,0.9501518321659214
1,12.987313,77.611345,2026-01-13,06:00:00,2026-01-13 06:00:00,6,13,Tuesday,1,False,12.984947,77.608351,2026-01-13 00:00:00,0.42479910368520923,0.07079985061420153,30.891544285676556,0.048481379195197814,0.9501518321659214
1,12.98551,77.607808,2026-01-13,12:00:00,2026-01-13 12:00:00,12,13,Tuesday,1,False,12.987313,77.611345,2026-01-13 06:00:00,0.4419442975843015,0.07365738293071691,31.33348858326086,0.048481379195197814,0.9501518321659214
1,12.983522,77.609445,2026-01-13,12:00:00,2026-01-13 12:00:00,12,13,Tuesday,1,False,12.98551,77.607808,2026-01-13 12:00:00,0.2866768394549505,0.0,31.620165422715807,0.048481379195197814,0.9501518321659214
1,12.982704,77.606533,2026-01-13,18:00:00,2026-01-13 18:00:00,18,13,Tuesday,1,False,12.983522,77.609445,2026-01-13 12:00:00,0.3367106696474729,0.05611844494124549,31.95687609236328,0.048481379195197814,0.9501518321659214
1,12.980607,77.603238,2026-01-13,18:00:00,2026-01-13 18:00:00,18,13,Tuesday,1,False,12.982704,77.606533,2026-01-13 18:00:00,0.4347816904596846,0.0,32.39165778282297,0.048481379195197814,0.9501518321659214
1,12.984633,77.610828,2026-01-14,01:00:00,2026-01-14 01:00:00,1,14,Wednesday,1,False,12.980607,77.603238,2026-01-13 18:00:00,0.9564245917477173,0.1366320845353882,33.34808237457069,0.048481379195197814,0.9501518321659214
1,12.981263,77.606697,2026-01-14,01:00:00,2026-01-14 01:00:00,1,14,Wednesday,1,False,12.984633,77.610828,2026-01-14 01:00:00,0.5934730214707444,0.0,33.94155539604143,0.048481379195197814,0.9501518321659214
1,12.985913,77.608979,2026-01-14,07:00:00,2026-01-14 07:00:00,7,14,Wednesday,1,False,12.981263,77.606697,2026-01-14 01:00:00,0.5766120689023563,0.09610201148372605,34.51816746494379,0.048481379195197814,0.9501518321659214
1,12.986864,77.610448,2026-01-14,13:00:00,2026-01-14 13:00:00,13,14,Wednesday,1,False,12.985913,77.608979,2026-01-14 07:00:00,0.19480561076203298,0.03246760179367216,34.71297307570582,0.048481379195197814,0.9501518321659214
1,12.982836,77.604932,2026-01-14,13:00:00,2026-01-14 13:00:00,13,14,Wednesday,1,False,12.986864,77.610448,2026-01-14 13:00:00,0.7603330393900415,0.0,35.47330611509586,0.048481379195197814,0.9501518321659214
1,12.98231,77.606754,2026-01-14,19:00:00,2026-01-14 19:00:00,19,14,Wednesday,1,False,12.982836,77.604932,2026-01-14 13:00:00,0.21110804163087055,0.03518467360514509,35.68441415672673,0.048481379195197814,0.9501518321659214
1,12.986519,77.607721,2026-01-14,19:00:00,2026-01-14 19:00:00,19,14,Wednesday,1,False,12.98231,77.606754,2026-01-14 19:00:00,0.48075253271268337,0.0,36.16516668943941,0.048481379195197814,0.9501518321659214
1,12.985421,77.607588,2026-01-15,02:00:00,2026-01-15 02:00:00,2,15,Thursday,1,False,12.986519,77.607721,2026-01-14 19:00:00,0.12312278851969152,0.01758896978852736,36.288289477959104,0.048481379195197814,0.9501518321659214
1,12.981729,77.610133,2026-01-15,02:00:00,2026-01-15 02:00:00,2,15,Thursday,1,False,12.985421,77.607588,2026-01-15 02:00:00,0.49917915005670926,0.0,36.787468628015816,0.048481379195197814,0.9501518321659214
1,12.979927,77.61056,2026-01-15,08:00:00,2026-01-15 08:00:00,8,15,Thursday,1,False,12.981729,77.610133,2026-01-15 02:00:00,0.2061534896660827,0.03435891494434712,36.993622117681895,0.048481379195197814,0.9501518321659214
1,12.985385,77.60711,2026-01-15,14:00:00,2026-01-15 14:00:00,14,15,Thursday,1,False,12.979927,77.61056,2026-01-15 08:00:00,0.7187881972226454,0.1197980328704409,37.71241031490454,0.048481379195197814,0.9501518321659214
1,12.98567,77.606322,2026-01-15,14:00:00,2026-01-15 14:00:00,14,15,Thursday,1,False,12.985385,77.60711,2026-01-15 14:00:00,0.09328117836340237,0.0,37.80569149326794,0.048481379195197814,0.9501518321659214
1,12.985445,77.607337,2026-01-15,20:00:00,2026-01-15 20:00:00,20,15,Thursday,1,False,12.98567,77.606322,2026-01-15 14:00:00,0.11573265361566902,0.019288775602611503,37.921424146883616,0.048481379195197814,0.9501518321659214
1,12.98542,77.610933,2026-01-15,20:00:00,2026-01-15 20:00:00,20,15,Thursday,1,False,12.985445,77.607337,2026-01-15 20:00:00,0.40031639382657214,0.0,38.32174054071019,0.048481379195197814,0.9501518321659214
1,12.9851,77.60698,2026-01-16,03:00:00,2026-01-16 03:00:00,3,16,Friday,1,False,12.98542,77.610933,2026-01-15 20:00:00,0.441487443176916,0.06306963473955943,38.7632279838871,0.048481379195197814,0.9501518321659214
1,12.990091,77.6082,2026-01-16,03:00:00,2026-01-16 03:00:00,3,16,Friday,1,False,12.9851,77.60698,2026-01-16 03:00:00,0.57195606098358,0.0,39.33518404487068,0.048481379195197814,0.9501518321659214
1,12.990158,77.608006,2026-01-16,09:00:00,2026-01-16 09:00:00,9,16,Friday,1,False,12.990091,77.6082,2026-01-16 03:00:00,0.022847735086161846,0.003807955847693641,39.358031779956846,0.048481379195197814,0.9501518321659214
1,12.984176,77.60484,2026-01-16,15:00:00,2026-01-16 15:00:00,15,16,Friday,1,False,12.990158,77.608006,2026-01-16 09:00:00,0.7534306683448789,0.12557177805747982,40.11146244830172,0.048481379195197814,0.9501518321659214
1,12.986852,77.60817,2026-01-16,15:00:00,2026-01-16 15:00:00,15,16,Friday,1,False,12.984176,77.60484,2026-01-16 15:00:00,0.4755576328636244,0.0,40.58702008116535,0.048481379195197814,0.9501518321659214
1,12.987369,77.608002,2026-01-16,21:00:00,2026-01-16 21:00:00,21,16,Friday,1,False,12.986852,77.60817,2026-01-16 15:00:00,0.06051478478059386,0.01008579746343231,40.64753486594594,0.048481379195197814,0.9501518321659214
1,12.985248,77.603972,2026-01-16,21:00:00,2026-01-16 21:00:00,21,16,Friday,1,False,12.987369,77.608002,2026-01-16 21:00:00,0.5069589188313014,0.0,41.154493784777245,0.048481379195197814,0.9501518321659214
1,12.983137,77.609253,2026-01-17,04:00:00,2026-01-17 04:00:00,4,17,Saturday,1,True,12.985248,77.603972,2026-01-16 21:00:00,0.6331092642757333,0.09044418061081905,41.787603049052976,0.048481379195197814,0.9501518321659214
1,12.980909,77.608737,2026-01-17,04:00:00,2026-01-17 04:00:00,4,17,Saturday,1,True,12.983137,77.609253,2026-01-17 04:00:00,0.2545857004350134,0.0,42.04218874948799,0.048481379195197814,0.9501518321659214
1,12.985668,77.608697,2026-01-17,10:00:00,2026-01-17 10:00:00,10,17,Saturday,1,True,12.980909,77.608737,2026-01-17 04:00:00,0.5297905928445388,0.08829843214075646,42.571979342332526,0.048481379195197814,0.9501518321659214
1,12.987652,77.603156,2026-01-17,16:00:00,2026-01-17 16:00:00,16,17,Saturday,1,True,12.985668,77.608697,2026-01-17 10:00:00,0.6551722215492193,0.10919537025820321,43.22715156388175,0.048481379195197814,0.9501518321659214
1,12.985433,77.607837,2026-01-17,16:00:00,2026-01-17 16:00:00,16,17,Saturday,1,True,12.987652,77.603156,2026-01-17 16:00:00,0.576673294362942,0.0,43.80382485824469,0.048481379195197814,0.9501518321659214
1,12.986162,77.607602,2026-01-17,22:00:00,2026-01-17 22:00:00,22,17,Saturday,1,True,12.985433,77.607837,2026-01-17 16:00:00,0.08526458006261818,0.014210763343769696,43.88908943830731,0.048481379195197814,0.9501518321659214
1,12.984576,77.609737,2026-01-17,22:00:00,2026-01-17 22:00:00,22,17,Saturday,1,True,12.986162,77.607602,2026-01-17 22:00:00,0.2960697869006246,0.0,44.18515922520793,0.048481379195197814,0.9501518321659214
