user_id,latitude,longitude,date,time,datetime
1,12.98601,77.606738,2026-01-27,14:00:00,2026-01-27 14:00:00
1,12.987501,77.609917,2026-01-28,15:00:00,2026-01-28 15:00:00
1,12.98473,77.610826,2026-01-29,16:00:00,2026-01-29 16:00:00
1,12.98572,77.612224,2026-01-30,17:00:00,2026-01-30 17:00:00
1,12.982417,77.608428,2026-01-01,18:00:00,2026-01-01 18:00:00
1,12.984126,77.605598,2026-01-02,19:00:00,2026-01-02 19:00:00
1,12.980549,77.605701,2026-01-03,20:00:00,2026-01-03 20:00:00
1,12.986459,77.606843,2026-01-04,21:00:00,2026-01-04 21:00:00
1,12.983947,77.610734,2026-01-05,22:00:00,2026-01-05 22:00:00
1,12.985887,77.609305,2026-01-06,23:00:00,2026-01-06 23:00:00
1,12.986899,77.606285,2026-01-07,00:00:00,2026-01-07 00:00:00
1,12.985749,77.6086,2026-01-08,01:00:00,2026-01-08 01:00:00
1,12.985482,77.604914,2026-01-09,02:00:00,2026-01-09 02:00:00
1,12.987028,77.603983,2026-01-10,03:00:00,2026-01-10 03:00:00
1,12.981526,77.605881,2026-01-11,04:00:00,2026-01-11 04:00:00
1,12.982876,77.609382,2026-01-12,05:00:00,2026-01-12 05:00:00
1,12.987313,77.611345,2026-01-13,06:00:00,2026-01-13 06:00:00
1,12.985913,77.608979,2026-01-14,07:00:00,2026-01-14 07:00:00
1,12.979927,77.61056,2026-01-15,08:00:00,2026-01-15 08:00:00
1,12.990158,77.608006,2026-01-16,09:00:00,2026-01-16 09:00:00
1,12.985668,77.608697,2026-01-17,10:00:00,2026-01-17 10:00:00
1,12.986957,77.60777,2026-01-18,11:00:00,2026-01-18 11:00:00
1,12.985052,77.608424,2026-01-19,12:00:00,2026-01-19 12:00:00
1,12.983356,77.604135,2026-01-20,13:00:00,2026-01-20 13:00:00
1,12.986122,77.607184,2026-01-21,14:00:00,2026-01-21 14:00:00
1,12.985132,77.611409,2026-01-22,15:00:00,2026-01-22 15:00:00
1,12.986441,77.605993,2026-01-23,16:00:00,2026-01-23 16:00:00
1,12.98495,77.604968,2026-01-24,17:00:00,2026-01-24 17:00:00
1,12.984391,77.609592,2026-01-25,18:00:00,2026-01-25 18:00:00
1,12.984964,77.601997,2026-01-26,19:00:00,2026-01-26 19:00:00
1,12.980697,77.606297,2026-01-27,20:00:00,2026-01-27 20:00:00
1,12.988166,77.608498,2026-01-28,21:00:00,2026-01-28 21:00:00
1,12.986083,77.605668,2026-01-29,22:00:00,2026-01-29 22:00:00
1,12.986393,77.60255,2026-01-30,23:00:00,2026-01-30 23:00:00
1,12.984084,77.609658,2026-01-01,00:00:00,2026-01-01 00:00:00
1,12.982065,77.609669,2026-01-02,01:00:00,2026-01-02 01:00:00
1,12.98256,77.607995,2026-01-03,02:00:00,2026-01-03 02:00:00
1,12.984028,77.608088,2026-01-04,03:00:00,2026-01-04 03:00:00
1,12.987654,77.609862,2026-01-05,04:00:00,2026-01-05 04:00:00
1,12.983545,77.60277,2026-01-06,05:00:00,2026-01-06 05:00:00
1,12.98699,77.608628,2026-01-07,06:00:00,2026-01-07 06:00:00
1,12.985831,77.606184,2026-01-08,07:00:00,2026-01-08 07:00:00
1,12.988997,77.603926,2026-01-09,08:00:00,2026-01-09 08:00:00
1,12.984531,77.604767,2026-01-10,09:00:00,2026-01-10 09:00:00
1,12.984143,77.606967,2026-01-11,10:00:00,2026-01-11 10:00:00
1,12.987922,77.608136,2026-01-12,11:00:00,2026-01-12 11:00:00
1,12.983522,77.609445,2026-01-13,12:00:00,2026-01-13 12:00:00
1,12.982836,77.604932,2026-01-14,13:00:00,2026-01-14 13:00:00
1,12.98567,77.606322,2026-01-15,14:00:00,2026-01-15 14:00:00
1,12.986852,77.60817,2026-01-16,15:00:00,2026-01-16 15:00:00
1,12.985433,77.607837,2026-01-17,16:00:00,2026-01-17 16:00:00
1,12.985327,77.608715,2026-01-18,17:00:00,2026-01-18 17:00:00
1,12.985006,77.604185,2026-01-19,18:00:00,2026-01-19 18:00:00
1,12.986256,77.607379,2026-01-20,19:00:00,2026-01-20 19:00:00
1,12.980646,77.608661,2026-01-21,20:00:00,2026-01-21 20:00:00
1,12.98294,77.60381,2026-01-22,21:00:00,2026-01-22 21:00:00
1,12.98385,77.60615,2026-01-23,22:00:00,2026-01-23 22:00:00
1,12.980897,77.608324,2026-01-24,23:00:00,2026-01-24 23:00:00
1,12.982499,77.609337,2026-01-25,00:00:00,2026-01-25 00:00:00
1,12.983105,77.610054,2026-01-26,01:00:00,2026-01-26 01:00:00
1,12.986051,77.608517,2026-01-27,02:00:00,2026-01-27 02:00:00
1,12.983988,77.60891,2026-01-28,03:00:00,2026-01-28 03:00:00
1,12.986807,77.606575,2026-01-29,04:00:00,2026-01-29 04:00:00
1,12.987261,77.605449,2026-01-30,05:00:00,2026-01-30 05:00:00
1,12.98084,77.607509,2026-01-01,06:00:00,2026-01-01 06:00:00
1,12.983842,77.608756,2026-01-02,07:00:00,2026-01-02 07:00:00
1,12.98413,77.610581,2026-01-03,08:00:00,2026-01-03 08:00:00
1,12.981719,77.609437,2026-01-04,09:00:00,2026-01-04 09:00:00
1,12.985051,77.609812,2026-01-05,10:00:00,2026-01-05 10:00:00
1,12.98515,77.607933,2026-01-06,11:00:00,2026-01-06 11:00:00
1,12.988723,77.609093,2026-01-07,12:00:00,2026-01-07 12:00:00
1,12.986717,77.60692,2026-01-08,13:00:00,2026-01-08 13:00:00
1,12.986078,77.604595,2026-01-09,14:00:00,2026-01-09 14:00:00
1,12.984413,77.609394,2026-01-10,15:00:00,2026-01-10 15:00:00
1,12.979842,77.608486,2026-01-11,16:00:00,2026-01-11 16:00:00
1,12.983736,77.607878,2026-01-12,17:00:00,2026-01-12 17:00:00
1,12.980607,77.603238,2026-01-13,18:00:00,2026-01-13 18:00:00
1,12.986519,77.607721,2026-01-14,19:00:00,2026-01-14 19:00:00
1,12.98542,77.610933,2026-01-15,20:00:00,2026-01-15 20:00:00
1,12.985248,77.603972,2026-01-16,21:00:00,2026-01-16 21:00:00
1,12.984576,77.609737,2026-01-17,22:00:00,2026-01-17 22:00:00
1,12.984649,77.607694,2026-01-18,23:00:00,2026-01-18 23:00:00
1,12.984597,77.610036,2026-01-19,00:00:00,2026-01-19 00:00:00
1,12.988587,77.60368,2026-01-20,01:00:00,2026-01-20 01:00:00
1,12.987209,77.605952,2026-01-21,02:00:00,2026-01-21 02:00:00
1,12.987755,77.605072,2026-01-22,03:00:00,2026-01-22 03:00:00
1,12.986203,77.606767,2026-01-23,04:00:00,2026-01-23 04:00:00
1,12.983989,77.609867,2026-01-24,05:00:00,2026-01-24 05:00:00
1,12.983121,77.608931,2026-01-25,06:00:00,2026-01-25 06:00:00
1,12.985515,77.609483,2026-01-26,07:00:00,2026-01-26 07:00:00
1,12.987933,77.611058,2026-01-27,08:00:00,2026-01-27 08:00:00
1,12.986108,77.608317,2026-01-28,09:00:00,2026-01-28 09:00:00
1,12.984663,77.606166,2026-01-29,10:00:00,2026-01-29 10:00:00
1,12.983458,77.607447,2026-01-30,11:00:00,2026-01-30 11:00:00
1,12.983713,77.60814,2026-01-01,12:00:00,2026-01-01 12:00:00
1,12.984847,77.605588,2026-01-02,13:00:00,2026-01-02 13:00:00
1,12.987465,77.607714,2026-01-03,14:00:00,2026-01-03 14:00:00
1,12.986486,77.60799,2026-01-04,15:00:00,2026-01-04 15:00:00
1,12.982847,77.606848,2026-01-05,16:00:00,2026-01-05 16:00:00
1,12.978303,77.608128,2026-01-06,17:00:00,2026-01-06 17:00:00
1,12.985061,77.610326,2026-01-07,18:00:00,2026-01-07 18:00:00
1,12.981988,77.607943,2026-01-08,19:00:00,2026-01-08 19:00:00
1,12.985189,77.605774,2026-01-09,20:00:00,2026-01-09 20:00:00
1,12.983164,77.604749,2026-01-10,21:00:00,2026-01-10 21:00:00
1,12.985368,77.609271,2026-01-11,22:00:00,2026-01-11 22:00:00
1,12.98082,77.607167,2026-01-12,23:00:00,2026-01-12 23:00:00
1,12.984947,77.608351,2026-01-13,00:00:00,2026-01-13 00:00:00
1,12.981263,77.606697,2026-01-14,01:00:00,2026-01-14 01:00:00
1,12.981729,77.610133,2026-01-15,02:00:00,2026-01-15 02:00:00
1,12.990091,77.6082,2026-01-16,03:00:00,2026-01-16 03:00:00
1,12.980909,77.608737,2026-01-17,04:00:00,2026-01-17 04:00:00
1,12.988614,77.610257,2026-01-18,05:00:00,2026-01-18 05:00:00
1,12.986129,77.60856,2026-01-19,06:00:00,2026-01-19 06:00:00
1,12.98629,77.609141,2026-01-20,07:00:00,2026-01-20 07:00:00
2,12.954183,77.610293,2026-01-01,00:00:00,2026-01-01 00:00:00
2,12.951427,77.611317,2026-01-02,01:00:00,2026-01-02 01:00:00
2,12.952439,77.612583,2026-01-03,02:00:00,2026-01-03 02:00:00
2,12.955437,77.609787,2026-01-04,03:00:00,2026-01-04 03:00:00
2,12.955337,77.612206,2026-01-05,04:00:00,2026-01-05 04:00:00
2,12.948068,77.612003,2026-01-06,05:00:00,2026-01-06 05:00:00
2,12.953554,77.614096,2026-01-07,06:00:00,2026-01-07 06:00:00
2,12.955579,77.611787,2026-01-08,07:00:00,2026-01-08 07:00:00
2,12.953071,77.613906,2026-01-09,08:00:00,2026-01-09 08:00:00
2,12.953646,77.609823,2026-01-10,09:00:00,2026-01-10 09:00:00
2,12.951017,77.611323,2026-01-11,10:00:00,2026-01-11 10:00:00
2,12.952372,77.611704,2026-01-12,11:00:00,2026-01-12 11:00:00
2,12.952171,77.614283,2026-01-13,12:00:00,2026-01-13 12:00:00
2,12.954793,77.614066,2026-01-14,13:00:00,2026-01-14 13:00:00
2,12.952881,77.610465,2026-01-15,14:00:00,2026-01-15 14:00:00
2,12.953336,77.611707,2026-01-16,15:00:00,2026-01-16 15:00:00
2,12.955783,77.61164,2026-01-17,16:00:00,2026-01-17 16:00:00
2,12.951991,77.610725,2026-01-18,17:00:00,2026-01-18 17:00:00
2,12.958228,77.610735,2026-01-19,18:00:00,2026-01-19 18:00:00
2,12.952472,77.612217,2026-01-20,19:00:00,2026-01-20 19:00:00
2,12.955822,77.613193,2026-01-21,20:00:00,2026-01-21 20:00:00
2,12.953185,77.608647,2026-01-22,21:00:00,2026-01-22 21:00:00
2,12.949902,77.611995,2026-01-23,22:00:00,2026-01-23 22:00:00
2,12.952285,77.612979,2026-01-24,23:00:00,2026-01-24 23:00:00
2,12.951295,77.614506,2026-01-25,00:00:00,2026-01-25 00:00:00
2,12.956515,77.609506,2026-01-26,01:00:00,2026-01-26 01:00:00
2,12.95459,77.612242,2026-01-27,02:00:00,2026-01-27 02:00:00
2,12.957285,77.613452,2026-01-28,03:00:00,2026-01-28 03:00:00
2,12.956607,77.611647,2026-01-29,04:00:00,2026-01-29 04:00:00
2,12.955628,77.616266,2026-01-30,05:00:00,2026-01-30 05:00:00
2,12.956453,77.608807,2026-01-01,06:00:00,2026-01-01 06:00:00
2,12.953362,77.612883,2026-01-02,07:00:00,2026-01-02 07:00:00
2,12.950752,77.611064,2026-01-03,08:00:00,2026-01-03 08:00:00
2,12.95357,77.614712,2026-01-04,09:00:00,2026-01-04 09:00:00
2,12.954546,77.612163,2026-01-05,10:00:00,2026-01-05 10:00:00
2,12.951678,77.607613,2026-01-06,11:00:00,2026-01-06 11:00:00
2,12.95718,77.610887,2026-01-07,12:00:00,2026-01-07 12:00:00
2,12.952681,77.612875,2026-01-08,13:00:00,2026-01-08 13:00:00
2,12.954528,77.612367,2026-01-09,14:00:00,2026-01-09 14:00:00
2,12.956314,77.611628,2026-01-10,15:00:00,2026-01-10 15:00:00
2,12.950185,77.612515,2026-01-11,16:00:00,2026-01-11 16:00:00
2,12.952731,77.610823,2026-01-12,17:00:00,2026-01-12 17:00:00
2,12.95069,77.609705,2026-01-13,18:00:00,2026-01-13 18:00:00
2,12.954832,77.614769,2026-01-14,19:00:00,2026-01-14 19:00:00
2,12.956047,77.610374,2026-01-15,20:00:00,2026-01-15 20:00:00
2,12.952413,77.609846,2026-01-16,21:00:00,2026-01-16 21:00:00
2,12.957773,77.611632,2026-01-17,22:00:00,2026-01-17 22:00:00
2,12.954325,77.611848,2026-01-18,23:00:00,2026-01-18 23:00:00
2,12.955035,77.610903,2026-01-19,00:00:00,2026-01-19 00:00:00
2,12.953759,77.609976,2026-01-20,01:00:00,2026-01-20 01:00:00
2,12.94757,77.612509,2026-01-21,02:00:00,2026-01-21 02:00:00
2,12.954076,77.61414,2026-01-22,03:00:00,2026-01-22 03:00:00
2,12.956018,77.614299,2026-01-23,04:00:00,2026-01-23 04:00:00
2,12.953055,77.613686,2026-01-24,05:00:00,2026-01-24 05:00:00
2,12.952438,77.614385,2026-01-25,06:00:00,2026-01-25 06:00:00
2,12.953225,77.60835,2026-01-26,07:00:00,2026-01-26 07:00:00
2,12.954037,77.611922,2026-01-27,08:00:00,2026-01-27 08:00:00
2,12.95205,77.612948,2026-01-28,09:00:00,2026-01-28 09:00:00
2,12.957074,77.609888,2026-01-29,10:00:00,2026-01-29 10:00:00
2,12.956512,77.614135,2026-01-30,11:00:00,2026-01-30 11:00:00
2,12.950399,77.611714,2026-01-01,12:00:00,2026-01-01 12:00:00
2,12.950414,77.611643,2026-01-02,13:00:00,2026-01-02 13:00:00
2,12.9528,77.615332,2026-01-03,14:00:00,2026-01-03 14:00:00
2,12.951922,77.608691,2026-01-04,15:00:00,2026-01-04 15:00:00
2,12.947211,77.610661,2026-01-05,16:00:00,2026-01-05 16:00:00
2,12.951173,77.612571,2026-01-06,17:00:00,2026-01-06 17:00:00
2,12.954559,77.609226,2026-01-07,18:00:00,2026-01-07 18:00:00
2,12.955125,77.612177,2026-01-08,19:00:00,2026-01-08 19:00:00
2,12.954194,77.611759,2026-01-09,20:00:00,2026-01-09 20:00:00
2,12.956921,77.614189,2026-01-10,21:00:00,2026-01-10 21:00:00
2,12.952674,77.614102,2026-01-11,22:00:00,2026-01-11 22:00:00
2,12.952669,77.612277,2026-01-12,23:00:00,2026-01-12 23:00:00
2,12.953971,77.611659,2026-01-13,00:00:00,2026-01-13 00:00:00
2,12.950796,77.615925,2026-01-14,01:00:00,2026-01-14 01:00:00
2,12.955386,77.610001,2026-01-15,02:00:00,2026-01-15 02:00:00
2,12.951834,77.610669,2026-01-16,03:00:00,2026-01-16 03:00:00
2,12.951053,77.613724,2026-01-17,04:00:00,2026-01-17 04:00:00
2,12.957404,77.612574,2026-01-18,05:00:00,2026-01-18 05:00:00
2,12.957818,77.611163,2026-01-19,06:00:00,2026-01-19 06:00:00
2,12.955526,77.610347,2026-01-20,07:00:00,2026-01-20 07:00:00
2,12.952343,77.614548,2026-01-21,08:00:00,2026-01-21 08:00:00
2,12.954027,77.614641,2026-01-22,09:00:00,2026-01-22 09:00:00
2,12.952085,77.614625,2026-01-23,10:00:00,2026-01-23 10:00:00
2,12.9561,77.614127,2026-01-24,11:00:00,2026-01-24 11:00:00
2,12.95072,77.612365,2026-01-25,12:00:00,2026-01-25 12:00:00
2,12.954289,77.610656,2026-01-26,13:00:00,2026-01-26 13:00:00
2,12.952038,77.610575,2026-01-27,14:00:00,2026-01-27 14:00:00
2,12.956698,77.612666,2026-01-28,15:00:00,2026-01-28 15:00:00
2,12.958042,77.609006,2026-01-29,16:00:00,2026-01-29 16:00:00
2,12.955845,77.616,2026-01-30,17:00:00,2026-01-30 17:00:00
2,12.955963,77.611922,2026-01-01,18:00:00,2026-01-01 18:00:00
2,12.955783,77.613988,2026-01-02,19:00:00,2026-01-02 19:00:00
2,12.955265,77.612428,2026-01-03,20:00:00,2026-01-03 20:00:00
2,12.95522,77.61403,2026-01-04,21:00:00,2026-01-04 21:00:00
2,12.952295,77.606996,2026-01-05,22:00:00,2026-01-05 22:00:00
2,12.956084,77.614733,2026-01-06,23:00:00,2026-01-06 23:00:00
2,12.955605,77.612011,2026-01-07,00:00:00,2026-01-07 00:00:00
2,12.953608,77.609873,2026-01-08,01:00:00,2026-01-08 01:00:00
2,12.957967,77.611654,2026-01-09,02:00:00,2026-01-09 02:00:00
2,12.956713,77.611331,2026-01-10,03:00:00,2026-01-10 03:00:00
2,12.947625,77.613817,2026-01-11,04:00:00,2026-01-11 04:00:00
2,12.955067,77.616156,2026-01-12,05:00:00,2026-01-12 05:00:00
2,12.952712,77.611683,2026-01-13,06:00:00,2026-01-13 06:00:00
2,12.953543,77.610756,2026-01-14,07:00:00,2026-01-14 07:00:00
2,12.951784,77.614259,2026-01-15,08:00:00,2026-01-15 08:00:00
2,12.953363,77.610772,2026-01-16,09:00:00,2026-01-16 09:00:00
2,12.954908,77.61133,2026-01-17,10:00:00,2026-01-17 10:00:00
2,12.959242,77.611638,2026-01-18,11:00:00,2026-01-18 11:00:00
2,12.957826,77.613822,2026-01-19,12:00:00,2026-01-19 12:00:00
2,12.956967,77.613335,2026-01-20,13:00:00,2026-01-20 13:00:00
2,12.952025,77.612821,2026-01-21,14:00:00,2026-01-21 14:00:00
2,12.95141,77.613761,2026-01-22,15:00:00,2026-01-22 15:00:00
2,12.954858,77.606943,2026-01-23,16:00:00,2026-01-23 16:00:00
2,12.950678,77.609615,2026-01-24,17:00:00,2026-01-24 17:00:00
2,12.954807,77.613451,2026-01-25,18:00:00,2026-01-25 18:00:00
2,12.952975,77.61541,2026-01-26,19:00:00,2026-01-26 19:00:00
2,12.953339,77.613678,2026-01-27,20:00:00,2026-01-27 20:00:00
2,12.955992,77.612472,2026-01-28,21:00:00,2026-01-28 21:00:00
2,12.956776,77.612254,2026-01-29,22:00:00,2026-01-29 22:00:00
2,12.954954,77.612014,2026-01-30,23:00:00,2026-01-30 23:00:00
2,12.953804,77.614866,2026-01-01,00:00:00,2026-01-01 00:00:00
2,12.951072,77.609429,2026-01-02,01:00:00,2026-01-02 01:00:00
2,12.954218,77.608196,2026-01-03,02:00:00,2026-01-03 02:00:00
2,12.953291,77.613749,2026-01-04,03:00:00,2026-01-04 03:00:00
2,12.949982,77.611109,2026-01-05,04:00:00,2026-01-05 04:00:00
2,12.953174,77.612757,2026-01-06,05:00:00,2026-01-06 05:00:00
2,12.954085,77.612591,2026-01-07,06:00:00,2026-01-07 06:00:00
2,12.955777,77.60883,2026-01-08,07:00:00,2026-01-08 07:00:00
2,12.957189,77.611619,2026-01-09,08:00:00,2026-01-09 08:00:00
2,12.954158,77.614617,2026-01-10,09:00:00,2026-01-10 09:00:00
2,12.951218,77.610841,2026-01-11,10:00:00,2026-01-11 10:00:00
2,12.948819,77.615315,2026-01-12,11:00:00,2026-01-12 11:00:00
2,12.949327,77.610364,2026-01-13,12:00:00,2026-01-13 12:00:00
2,12.948941,77.610999,2026-01-14,13:00:00,2026-01-14 13:00:00
2,12.949761,77.614345,2026-01-15,14:00:00,2026-01-15 14:00:00
2,12.952423,77.609864,2026-01-16,15:00:00,2026-01-16 15:00:00
2,12.954853,77.610244,2026-01-17,16:00:00,2026-01-17 16:00:00
2,12.954147,77.61442,2026-01-18,17:00:00,2026-01-18 17:00:00
2,12.953091,77.612057,2026-01-19,18:00:00,2026-01-19 18:00:00
2,12.953519,77.612375,2026-01-20,19:00:00,2026-01-20 19:00:00
2,12.958416,77.607536,2026-01-21,20:00:00,2026-01-21 20:00:00
2,12.954426,77.612117,2026-01-22,21:00:00,2026-01-22 21:00:00
2,12.951507,77.614235,2026-01-23,22:00:00,2026-01-23 22:00:00
2,12.955702,77.610602,2026-01-24,23:00:00,2026-01-24 23:00:00
2,12.953325,77.611381,2026-01-25,00:00:00,2026-01-25 00:00:00
2,12.954704,77.61316,2026-01-26,01:00:00,2026-01-26 01:00:00
2,12.954067,77.613864,2026-01-27,02:00:00,2026-01-27 02:00:00
2,12.955424,77.614776,2026-01-28,03:00:00,2026-01-28 03:00:00
2,12.952978,77.611872,2026-01-29,04:00:00,2026-01-29 04:00:00
2,12.9599,77.610929,2026-01-30,05:00:00,2026-01-30 05:00:00
2,12.954767,77.610447,2026-01-01,06:00:00,2026-01-01 06:00:00
2,12.954058,77.612257,2026-01-02,07:00:00,2026-01-02 07:00:00
2,12.953725,77.612222,2026-01-03,08:00:00,2026-01-03 08:00:00
2,12.955799,77.61293,2026-01-04,09:00:00,2026-01-04 09:00:00
2,12.95317,77.612758,2026-01-05,10:00:00,2026-01-05 10:00:00
2,12.952387,77.607326,2026-01-06,11:00:00,2026-01-06 11:00:00
2,12.9511,77.610768,2026-01-07,12:00:00,2026-01-07 12:00:00
2,12.957843,77.616965,2026-01-08,13:00:00,2026-01-08 13:00:00
2,12.952014,77.61293,2026-01-09,14:00:00,2026-01-09 14:00:00
2,12.953645,77.613311,2026-01-10,15:00:00,2026-01-10 15:00:00
2,12.949737,77.613725,2026-01-11,16:00:00,2026-01-11 16:00:00
2,12.951008,77.609421,2026-01-12,17:00:00,2026-01-12 17:00:00
2,12.951591,77.607972,2026-01-13,18:00:00,2026-01-13 18:00:00
2,12.954555,77.610489,2026-01-14,19:00:00,2026-01-14 19:00:00
2,12.956498,77.614081,2026-01-15,20:00:00,2026-01-15 20:00:00
2,12.95628,77.611798,2026-01-16,21:00:00,2026-01-16 21:00:00
2,12.956771,77.615462,2026-01-17,22:00:00,2026-01-17 22:00:00
